-7.262173392018990370e+00,9.572603824406265005e+00,5.358725498169498280e+00
3.462140316244962435e+00,1.068452371733864226e+01,-1.327582219957439236e+01
-1.299680097725504169e+01,-3.446163329663214370e+00,3.181519021648097123e+01
7.083536851008389590e+00,-1.407414589340950428e+01,1.995030155899233160e+00
-1.521688995846552572e+01,-1.863065093119633886e+01,4.881245221954142721e+01
6.841930281997420593e+00,-8.080967162490662048e+00,-4.813456526591761708e-01
-1.015562703674579126e+01,4.946066842126789709e+00,1.761449384230691706e+01
-3.440169421237623482e+00,9.918688389530892380e+00,-1.810089513826649288e+00
7.474341326315073530e+00,1.510192271374641848e-01,-1.465419024647955482e+01
-1.630287864611653248e+01,8.345070364865811996e-01,3.370815214573556773e+01
2.299783638907001659e+00,6.934001441532501531e+00,-9.136051906867617589e+00
2.852976099766237894e-01,-7.354349417534447042e+00,6.609487249846791812e+00
-1.527506256237450089e+01,-1.465345475599323599e+01,4.792303290854751907e+01
5.560751168982559278e+00,3.401841340503139577e+00,-1.052691057375255212e+01
-1.701328729681501173e+01,3.215078752833772313e+00,3.147887009089352972e+01
7.326138266918729158e+00,7.766867112910400550e+00,-1.754941876295669445e+01
1.687947849161548675e+01,1.816531043396053491e+01,-4.486140825302974378e+01
-1.320664805937024866e+01,-1.963815888403911103e+01,4.846895761641395239e+01
6.384601140890758586e+00,1.176609290636953986e+01,-2.029408037889830396e+01
-2.190956828853359184e+00,-4.893561715608708340e+00,1.501228977192414149e+01
1.895986517357669499e+01,9.707866789246494932e+00,-4.525420896690924621e+01
1.337775640982229675e+00,-5.668797796508112441e+00,1.125620060292244595e+00
-3.695911700964490620e+00,1.868391644142555208e+01,-9.981454399974584391e+00
-1.719066442389047822e+01,3.140445749496795003e+00,3.211264171804307210e+01
-5.132652654146836468e+00,-1.738535481721456577e+01,2.989137216396926178e+01
-1.434097171648843982e+01,-1.498993580473332976e+01,4.827127392337741441e+01
2.142850710270685965e+00,3.919195716516075123e+00,-7.219785763818730828e+00
-1.084206290194261157e+01,5.604894930669690467e+00,2.099275363625948287e+01
8.905423742685769639e+00,-1.399177910229102650e+00,-1.028281551362246127e+01
1.054544892617622764e+01,1.102866023062634682e+01,-2.996348857134561072e+01
-5.525125108013305919e+00,-9.130801576042198775e+00,2.411167518501471108e+01
1.252508120044118556e+01,-1.104198896546060737e+01,-8.739342211068077404e+00
-1.973120599344603576e+01,-1.287150957651479466e+01,5.913990692475928768e+01
-9.288560313749751884e+00,-1.462033426186616580e+01,3.462112384043844315e+01
-1.211304265422953108e+00,-1.539163041740913584e+01,2.064935329658252883e+01
3.177623335488391376e+00,-1.191242843106799043e+01,5.788921002010249950e+00
-1.575431925494626384e+01,9.457515618253069078e+00,2.955424215001200849e+01
1.583677913265725579e+01,-7.132015685604917721e+00,-2.059420956861044516e+01
1.073267393023407834e+01,1.898501311741351572e+01,-3.796640806014502090e+01
