6.501995617291942864e+00,-8.536982980274247623e+00,3.422934674177284364e+00,1.199802202461145789e+05
1.328383412668891594e+00,8.943578009191604394e+00,-8.145307203039056532e+00,2.989022497419239153e+04
1.614781861756284798e-01,-7.928351384526470369e+00,1.628924226364663497e+00,3.245579404554487155e+03
-8.989890195894956193e+00,6.213295810219783277e-01,-2.322924920425702311e+00,4.118246637709956849e+05
5.185117997645162902e+00,7.902610838375256463e+00,7.559618986304542432e+00,1.760971377441830409e+05
6.143465715492702373e+00,9.274312033251739251e+00,-5.448501834900589813e-01,9.940000867759590619e+04
-8.065446056791628848e+00,-7.056378800346863045e+00,-7.157945713642169139e+00,3.355561576176782255e+05
8.851034689989198512e+00,7.758583444694359343e+00,7.724358474592211365e+00,9.288127448086987715e+05
-8.182536795476858416e+00,-3.307201112652768948e+00,9.021989978828106160e+00,7.900989830491093926e+03
4.889491703072927464e+00,7.864634260332348248e+00,8.349569030723063889e+00,2.240694754105182365e+05
-6.791877560351295529e+00,9.793421303061165872e+00,-7.402194335824012761e+00,1.333368050055933709e+05
8.322771968244961016e+00,2.567438154750531609e+00,7.778067340645975491e-01,3.316350696598410723e+05
6.711682886163892192e-01,8.454224455494635748e+00,9.040446009713281939e+00,1.917347287784449290e+05
-4.609261755770597269e+00,-9.724561236862673042e+00,2.995115466586533159e+00,1.056033132865043811e+01
4.642122352913755634e+00,3.777775606459002233e+00,5.356834917800480156e+00,3.810830464712974208e+04
3.412308859886492129e+00,-6.091111484601219317e+00,-7.649492564003022466e+00,1.685237110422780097e+04
-7.282317012202305762e+00,-1.510367925533804723e+00,4.132054739294442669e+00,8.408668423358336440e+04
5.423568734137607095e+00,-8.039088647865810344e+00,5.161924019341908476e+00,8.559845208877562254e+04
-7.483872693669859189e+00,8.848183740332991931e+00,-6.445584024114987542e+00,1.717504659274870064e+05
-9.971034316904741956e+00,2.876422478448841247e-01,9.108683157070647241e+00,2.437759674947522872e+05
6.784699678349454643e+00,-7.483084583142655788e+00,-6.453136253560128210e+00,5.385387151731483755e+04
9.360790265238637886e+00,-4.329464295133121254e+00,6.257287663120223442e-01,6.683084319998903666e+05
-2.632566550123085491e+00,-5.459540301408249974e-01,5.467928764126311236e+00,5.227277319524700033e+03
-5.478633998924604676e+00,-9.200150278724088082e+00,6.226142842631546159e+00,2.229727851432866828e+03
9.731008886469592056e+00,4.214444102855443575e+00,-4.236614094455870116e+00,7.850774150237416616e+05
-7.465653076207336980e+00,-9.811900070730921186e-01,-7.578623975435483828e+00,3.078007814241247834e+05
2.886151901442051582e+00,6.680119885469370189e+00,7.869762086955191194e+00,1.049310001549782755e+05
-3.916504424779576610e+00,-5.879098540330063294e+00,1.442417678116418855e+00,3.277405212387203619e+02
-4.729208114881043201e+00,7.114791515501050156e+00,2.121402829814378777e+00,1.480282526960838368e+03
-5.096090835699333965e+00,-3.923433094435004875e+00,9.696941997331169460e+00,1.335652081829125818e+05
3.016724205495599165e+00,-6.375232301224215803e+00,6.011444322178373767e+00,2.962102030003199252e+04
-5.949302318370310871e+00,-4.520891375663538270e-02,-3.100567023012470003e+00,3.388227813346997573e+04
6.473472151983504119e+00,8.300876445568952988e+00,-9.164440844829702115e-01,1.068276145159174048e+05
8.021040001138686648e+00,8.576727455535060329e-01,4.475379246475201356e+00,3.099113901287532644e+05
-9.383438513225437205e+00,1.832606819715145718e+00,-8.114194777062468944e+00,9.397940782808900112e+05
7.436600781786101066e+00,9.278921379098399314e+00,2.983584229348000605e+00,2.550936631749171065e+05
2.601397395567939697e+00,3.814548334914354299e+00,7.762407142181753983e+00,7.208458481808980287e+04
5.108902100249288480e+00,-3.454211695557544815e+00,6.339773202909807281e+00,7.782010074380926380e+04
3.249599788109076570e+00,-5.308453503534680706e+00,7.613103771092220029e-01,3.756245831248456398e+03
6.386901613136799938e+00,-7.276180608076634471e+00,3.772357934077339436e+00,1.085844819559850148e+05
-9.921532755782076052e+00,-8.448582337269300524e+00,-3.075769548479881266e+00,6.656038374717641855e+05
1.835863541239667995e+00,-1.007376501360964127e+00,-8.027919770350859352e+00,5.002313447971812275e+04
-6.798751936574336519e+00,-1.728074986382717171e+00,-4.261016757022910717e+00,9.025619164639902010e+04
-3.556308713829865908e+00,-9.581087621799460052e+00,-6.414548572375071700e+00,7.651432459930479126e+03
-6.929460307849184986e+00,2.501691772281306569e+00,5.027372026511923053e+00,4.706424434148564615e+04
-8.105307410513518107e-02,-5.756733813621764284e+00,-3.872668364968719246e+00,2.990462598941884487e+00
-4.916909896379118017e+00,9.984765486956341363e+00,6.560859793321100142e+00,1.794712496947632826e+04
-9.002281896504435110e+00,8.168674179774143340e+00,-3.666659041407722697e+00,3.559903151287709479e+05
-8.499577243307429697e+00,-1.248163603791281773e+00,8.101053647089223375e+00,7.418311068719469768e+04
3.705114630892762051e+00,3.607261888789086157e+00,6.938693669559189203e+00,5.596620110579997709e+04
3.058435341440388200e+00,7.930591313269164999e+00,-8.030423774642141410e-01,7.209034733784070340e+03
2.019657938312029444e-01,-9.475459290901646625e-01,-2.525473642252251238e+00,1.767267461279517704e+01
7.104832673882523153e+00,7.437165637520788408e-01,-9.469798325145792006e+00,1.095842401790977647e+03
-3.182217442704075694e+00,-8.910636015903218521e+00,-7.507998382104079660e+00,2.618263215599539399e+04
7.535779579636191272e+00,-4.740398892851893642e+00,-5.844278614707453912e+00,1.232279417602199683e+05
7.605926631658732617e-01,7.148725289693999230e+00,2.251191332638137865e+00,2.078822535075343239e+03
5.294766972568666574e+00,1.923978521916108519e+00,4.560120879755586998e+00,4.174668774736060732e+04
8.890718550123750674e+00,-4.783270673157411501e+00,2.456027756562129127e-01,4.892852297683557845e+05
4.687056305066793271e+00,-4.069257378293773542e-01,7.189534641900305445e+00,8.912773627709188440e+04
7.440808399755859170e+00,-9.069432181795644254e+00,-3.320543245210085814e+00,1.943335294108531380e+05
-7.737224686656358763e+00,2.344438193139096072e+00,2.897631870369767881e+00,1.420578482209749345e+05
-7.383603203097043988e+00,9.573525990769795158e+00,-7.835993355156607443e+00,2.391663745132174809e+05
-8.670047276273232129e+00,-9.244759293135329514e+00,8.383110547241294341e+00,4.576930673041385307e+04
-5.115580631752695950e+00,5.089826208312331346e-02,-4.780374549924379934e+00,2.273023086798784789e+04
1.817479055910002472e+00,2.791963544639457950e+00,9.584806126367041657e+00,2.124021282852310396e+05
-2.885428258481496755e+00,-2.398526053665617219e+00,8.765601399582116926e+00,1.107078568174563989e+05
6.087640456880347273e+00,7.880320195564824104e+00,-9.037444753146345988e+00,2.480951236674745815e+03
8.971232611822795633e+00,-2.327706960231665789e+00,5.511443270113558057e+00,6.426634283576540183e+05
8.163805098452240117e+00,2.630914127720032525e+00,1.040574989708826337e+00,3.081407880175421597e+05
5.500524956163026502e+00,1.632766456610120542e+00,8.927020335571992149e+00,2.785717870873844950e+05
-9.104492817355740897e+00,2.774809524436021135e+00,-9.432171206943920083e-01,4.411944601269382983e+05
-4.104952711166546919e+00,-4.495895289388103677e+00,7.627757248228967057e+00,3.907033943619523779e+04
4.213748612705046526e+00,-4.316240254196312520e+00,8.523605805167484561e-01,8.527132040611146294e+03
-1.936692296974840133e-01,6.410528151261384977e+00,2.631192122806893963e+00,1.847966812654718296e+03
-1.998212702431494847e+00,3.316758912996691677e+00,5.471239682641133584e+00,8.498494771345069239e+03
3.330945216410256648e+00,5.354515951888728864e+00,-3.801347947332038402e+00,1.663083565502327247e+03
-7.824010182375680245e+00,1.629184330289174198e+00,5.684930111741115510e+00,1.016651580028214812e+05
-9.242132712319044430e+00,6.522854337335189712e+00,-3.434723959713834596e+00,4.648734214962884434e+05
6.402222969877541914e+00,4.934715777177594020e+00,-6.054778833436134100e+00,3.297579934803813376e+04
6.960309661284505012e-01,-1.228883273295178213e-01,-6.325880519858468887e+00,1.294063867170116828e+04
8.886494070333711193e+00,5.864213757030968921e+00,3.888896441780753221e+00,5.515817547189177712e+05
4.117356143317309147e+00,-5.978361869635056003e+00,-1.542118954105937689e-01,9.559241344915995796e+03
4.174919313034466839e+00,-2.660279710341841408e+00,-6.898976561161818566e+00,3.512673914278447228e+03
-5.157040910823564417e+00,9.599084021226452990e+00,7.745300798288489830e+00,4.556253366405706038e+04
-5.592400488978698903e+00,8.023785542837838847e+00,3.048877455867845754e+00,4.273218972891716476e+03
-1.824884485062163719e-01,4.481341837254698035e+00,-5.633079603721391493e-01,2.724774466767664194e+02
-5.689958206101137783e+00,3.126459725993115057e+00,7.637986659004099010e+00,7.666969168006635300e+03
1.227518871680199908e+00,-6.758583598843824092e+00,1.865051131458717038e+00,1.958006022061576004e+03
-8.802697382212747002e+00,-1.350773782229765629e+00,-9.386398141641352666e+00,9.536875540680686245e+05
-6.199339728832424790e+00,-3.270439781063922524e+00,3.941621611937538461e+00,2.387600664244268046e+04
7.272027669748336365e+00,-3.058855259394848147e+00,5.225898419478745893e+00,2.136522242683722579e+05
8.572621460538773164e+00,-7.029740107794455461e+00,-5.888352051399703413e+00,3.319854438812971930e+05
8.043972922590764796e+00,-5.332182349484730466e+00,-7.563022842138811264e+00,1.111343412897515518e+05
1.558111916924927343e+00,3.859572066277259239e+00,-8.741649685173342732e-01,2.181983269836264867e+02
